"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
0.00173220976996,0.00320783472924,0.00518698718872,0.0537035812149,0.169809487944,0.0496196134301,0.0388033543709,0.0273206430176,0.000159558322305,-3.89892360657e-05,0.000350196721962,0.000600426742702,-0.000125677783528,0.000666036674097,-1.68061804083e-05,6.28052445439e-05,0.0107422620891,0.00253022138246,0.00715081982488,0.000767991465352,0.000313548669173,4.43958604387e-05,0.00033439941014,0.000114146510137,-0.000140952295571,0.000334858144454,0.00392628181609,7.77957718577e-05,0.000297086033579,-0.000103913972971,0.00944456109508,0.0120676080281,0.00564487796875,0.000142480566822,0.00184599060441,0.182759070356
-0.000309042440248,0.0106687278738,0.000392384456943,-0.000293387307879,-2.18805356175e-05,-1.65408633393e-05,0.133935326266,-0.000397246791106,-1.82697261287e-05,-0.000187289546786,0.00030774028593,-0.000149113387518,-0.000376709721554,-1.76541948809e-05,0.000319182958951,-2.78114406376e-05,-0.000515463065016,0.000264431807098,0.0648654930984,0.000226724848133,-0.000129080114107,0.000149271913475,0.000142335234098,0.141971300708,0.017500882878,0.00023310057934,-2.44693903233e-06,8.17452813218e-05,2.90313769674e-05,-0.000527497301735,2.53457485486e-05,0.0521758683416,0.050403971127,-0.000472596771812,0.123814504872,0.00010805795858
0.0535163387455,0.0620672461449,0.0158093868731,0.0311508569059,0.0427005367314,0.128820463902,0.0402604107325,0.0675448270107,0.0154240924743,-3.59009875693e-05,-3.81624679769e-05,0.00223529453999,0.114290559807,7.98664979794e-06,0.00811533173476,0.000756177562897,0.00984404097739,0.0177177431274,0.126475306394,0.0128758888012,0.0177513740507,0.000160856484799,0.0101460991189,0.0983342918366,0.0029058947026,0.00489801237299,0.000234314964476,0.0643387655702,0.000126416569155,0.00461588260605,0.0897707220211,0.00931057384437,0.0327024141408,0.0964469785281,0.120063665666,0.00532031859675
0.0304937934306,0.0839347643375,0.055182564774,0.0345197530062,0.178799253635,0.106517064361,0.0899300860641,0.0305878373071,0.015614049806,-0.000172392065785,0.037702453388,0.000980766088692,0.0843991177733,-0.000162333666141,6.10866528408e-05,0.0272362242274,0.000487236755437,0.0121406720985,0.112379873603,-0.000213333951499,0.0285376161684,9.03846553222e-05,0.000879643948859,0.0103561491308,-0.000524736780747,-0.000189678696133,0.000867319989541,0.0513779615536,-0.000380066821073,-0.000103415990752,0.0295603050378,0.000692240505869,0.00076134614158,0.0234119880602,0.00707386831712,0.000396349126064
-0.000331734987513,-0.00046196932654,0.000224484342155,-6.42363302942e-05,0.000113606433615,0.0133531384304,-0.000182323924532,-0.000322247159053,-0.000357669372012,-0.000117449467637,2.00485214242e-05,-0.000250737831478,-0.000306820687899,-0.000127471334,-0.00038062607257,1.71954123502e-05,0.0858254434468,-3.01999740115e-05,0.00636077242313,2.75915785689e-05,0.0084182160439,-0.000202064021525,0.000220377218837,-0.000199728124677,-5.93778040049e-05,-0.000312269903147,-2.18086144633e-05,0.130030117873,5.84014947377e-05,-0.000146185174769,-0.000160658709357,-6.72441634286e-05,-0.000118629458841,-0.000133962793525,0.061717356954,-0.000425179177737
0.00593532546481,0.0106608004642,0.0745233860419,0.0146848740344,0.0433260409444,0.142390700247,0.0235363292326,0.00621004701527,0.000117831912865,6.89919356745e-05,-7.1014986629e-05,8.64764173406e-05,-0.000414876922121,-0.000125366326278,8.76705812318e-05,0.000232449190852,6.69450682041e-05,0.000116787861672,-0.00108147306346,-0.000196606422269,-9.04283274784e-05,7.58069236932e-05,-5.9010974749e-05,0.0489224816421,0.0493888635081,-4.20440857299e-05,0.000171564242211,-8.16609792628e-05,-0.00015169177752,7.55036792696e-05,-0.000112636464213,0.000212990018917,0.000121005061321,0.0903637936144,-2.32724009578e-05,-0.00032760178703
0.00381080241,0.0561028145303,0.0116365919208,0.227508271317,0.0966645697265,0.123362630805,0.064847576688,0.0702925815494,-1.24002519672e-05,-0.000216476608216,0.0800768099533,0.00603572158768,0.00414488095138,-0.000257140374201,-0.000150791158261,6.04557279362e-05,0.00648856579645,0.000133394144251,0.000648281863657,-7.71536682817e-05,0.000157399097748,0.0248250823384,-0.000439129635847,0.00218187975099,1.30411252522e-05,0.000491935431207,0.0223709864433,0.137125093222,0.0175734316566,0.0181471814809,-0.000766667012787,0.000254749399014,-9.01753658678e-05,-0.0012022331211,0.00730919348868,4.8533087865e-05
0.000292603607742,0.000138595381778,-0.000103423670587,-2.23842293226e-06,1.05247204461e-05,0.000138313933853,-6.40640980576e-05,0.00782371973045,-0.0002627459048,0.000195186031221,0.000267198944391,0.000181402304994,0.000195445271162,-0.000474610879672,0.0111728743506,1.12525625275e-05,9.89310584359e-05,0.000117807879663,0.00024318408739,-0.000132854740836,0.000861977409093,8.09414046473e-07,0.000153008401807,0.000275951101359,0.000308143130276,0.000174873786211,7.74471037987e-05,0.000106859395363,0.000238176730397,0.00407151804638,0.000243435378823,0.000203490440495,0.000219328918318,0.000196974556457,0.0855199488123,0.000153256726394
0.124267537118,0.00443210968929,0.00515518977097,0.00502537012724,0.0062881634888,0.146352908886,0.00522326100543,0.00916267383761,-0.000178714996426,-0.000384935487209,0.00012152574875,4.74109693589e-05,0.0220302848142,-0.000224564049542,-0.000127234286215,-0.000171621813464,-0.000329334214359,-0.000545036274426,0.00768917436088,-0.000299638422806,-0.00088666135336,0.000243453904413,-1.80015407398e-06,0.0946434271546,4.05076974831e-05,-0.000527520009941,4.82200896754e-05,0.00990756221286,-5.1522234977e-05,-0.000121487791021,0.00763462067081,7.50556375561e-06,-0.00045642453924,0.0063269990774,0.0957592366291,0.000131926151329
-0.000170644475343,0.0956126678893,0.000118760157209,-7.28712230419e-05,8.42823046089e-05,0.105745188089,0.0178549756439,0.000230951643418,0.000144224302784,-5.43908672997e-05,0.000302564570854,9.54157219834e-05,-0.000158065385763,0.000414944970327,-7.37736731121e-05,7.22857489362e-05,5.33507393868e-05,-2.20058472659e-06,2.62584187233e-05,0.000398609023242,-0.000278650212386,7.18541420297e-05,7.14189004661e-05,0.000582127089618,0.000401870440896,-0.000179648812772,0.000109789306415,-0.000754584915114,6.63517279723e-05,0.000307385633949,-8.66742242586e-05,0.000222671746251,0.000329569036969,0.148797920483,-0.000107830444977,0.000214006148461
